Gene name,Accession
YGR035W-A,Q45U48
YGR039W,P53225
YGR042W,P53227
YGR045C,P53229
YGR050C,P53231
YGR051C,P53232
YGR053C,P53234
YGR054W,P53235
YGR064W,P53240
YGR066C,P53242
YGR067C,P53243
YGR068W-A,Q8TGN8
YGR069W,P53245
YGR073C,P53247
YGR079W,P53249
YGR107W,P53263
YGR111W,P53265
YGR114C,P53268
YGR115C,P53269
YGR117C,P53270
YGR121W-A,Q3E816
YGR122C-A,P0C5N2
YGR122W,P53272
YGR125W,P53273
YGR126W,P53274
YGR127W,P53275
YGR130C,P53278
YGR137W,P53282
YGR139W,P53284
YGR146C-A,Q8TGT9
YGR151C,P53287
YGR153W,P48238
YGR160W,P53288
YGR161W-C,Q3E744
YGR164W,P53291
YGR168C,P53293
YGR174W-A,Q8TGT8
YGR176W,P32475
YGR182C,P53300
YGR190C,P53302
YGR201C,P42936
YGR204C-A,Q8TGT7
YGR210C,P42942
YGR219W,P53307
YGR226C,P50083
YGR228W,P53308
YGR237C,P50089
YGR240C-A,Q3E786
YGR242W,P53310
YGR250C,P53316
YGR259C,P53321
YGR265W,P53325
YGR266W,P53326
YGR269W,P40326
YGR270C-A,Q8TGN7
YGR273C,P53329
YGR283C,P53336
YGR290W,P53339
YGR291C,P53340
YGR293C,P53342
YGR296C-A,P0CL28
YGR296C-B,P0CX96
YHL002C-A,A0A023PYG1
YHL005C,P38752
YHL006W-A,A0A023PXE5
YHL008C,P38750
YHL012W,P38709
YHL015W-A,Q3E7Z6
YHL017W,P38745
YHL018W,P38744
YHL019W-A,A0A023PXL1
YHL026C,P38740
YHL030W-A,A0A023PZD5
YHL034W-A,A0A023PZH9
YHL037C,P38733
YHL041W,P38730
YHL042W,P38729
YHL044W,P38727
YHL045W,P38726
YHL046W-A,A0A023PYG5
YHL048C-A,Q3E758
YHL049C,P38722
YHL050C,P38721
YHL050W-A,P0C5B8
YHR007C-A,Q07074
YHR020W,P38708
YHR022C,P38763
YHR022C-A,Q8TGT6
YHR028W-A,A0A023PXE8
YHR032C-A,Q8TGT5
YHR032W-A,P0C5N6
YHR033W,P38690
YHR045W,P38775
YHR049C-A,O13533
YHR050W-A,Q05451
YHR052W-A,P0CL32
YHR054C,P38780
YHR054W-A,P0CL33
YHR056W-A,A0A023PXL7
YHR063W-A,A0A023PZE1
YHR069C-A,A0A023PZI4
YHR070C-A,A0A023PYH0
YHR071C-A,A0A023PXF2
YHR073C-B,P0C5N4
YHR073W-A,P0C5N7
YHR078W,P38799
YHR086W-A,Q3E746
YHR095W,P38808
YHR097C,P38809
YHR112C,P38716
YHR122W,P38829
YHR125W,P38831
YHR127W,P38833
YHR130C,P38834
YHR131C,P38835
YHR131W-A,A0A023PXM2
YHR137C-A,Q8TGN6
YHR138C,P38841
YHR139C-A,O13536
YHR140W,P38842
YHR145C,O13537
YHR165W-A,A0A023PZE4
YHR173C,P38864
YHR175W-A,Q3E815
YHR177W,P38867
YHR180C-B,P0C5N5
YHR180W,P38868
YHR180W-A,P0C5N8
YHR182C-A,A0A023PZI9
YHR182W,P38870
YHR193C-A,A0A023PYH5
YHR202W,P38887
YHR210C,P38893
YHR212C,P0CX89
YHR212W-A,P0CX91
YHR213W,P0CI67
YHR213W-A,Q8TGT4
YHR213W-B,Q8TGK1
YHR214C-D,P0CX93
YHR214C-E,Q8TGK0
YHR214W,P0CX19
YHR214W-A,O13534
YHR217C,P38898
YHR218W,P38899
YHR218W-A,A0A023PXF5
YHR219C-A,P0CL34
YHR219W,P38900
YIL001W,P40560
YIL002W-A,Q3E7Z5
YIL012W,P40551
YIL014C-A,Q02598
YIL020C-A,A0A023PXM7
YIL021C-A,Q8TGN4
YIL024C,P40543
YIL025C,P40542
YIL028W,P40539
YIL029C,P40538
YIL029W-A,A0A023PZE9
YIL030W-A,A0A023PZJ3
YIL032C,P40536
YIL046W-A,Q3E7Z4
YIL047C-A,A0A023PYH8
YIL054W,P40524
YIL055C,P40523
YIL058W,P40521
YIL059C,P40520
YIL060W,P40519
YIL066W-A,A0A023PXF8
YIL067C,P40514
YIL068W-A,A0A023PXN3
YIL071W-A,A0A023PZF3
YIL077C,P40508
YIL086C,P40503
YIL089W,P40500
YIL092W,P40497
YIL100C-A,Q03884
YIL100W,P40490
YIL102C,P40488
YIL102C-A,Q2V2P5
YIL105W-A,Q8TGN5
YIL108W,P40483
YIL115W-A,A0A023PZJ9
YIL134C-A,Q45U18
YIL141W,P40461
YIL142C-A,A0A023PYI2
YIL152W,P40455
YIL156W-A,A0A023PXG3
YIL156W-B,Q2V2P4
YIL161W,P40449
YIL163C,P40448
YIL165C,P40446
YIL166C,P40445
YIL168W,P0CF21
YIL171W-A,A0A023PXN9
YIL171W,P40440
YIL174W,P0CL25
YIL175W,P0CL23
YIL177C,P40434
YIL177W-A,P0CL41
YIR016W,P40572
YIR017W-A,Q03885
YIR018C-A,Q3E7Z3
YIR020C,P40575
YIR020C-B,Q03888
YIR020W-A,Q03886
YIR021W-A,Q3E739
YIR023C-A,A0A023PZF9
YIR030W-A,A0A023PZK4
YIR035C,P40579
YIR036W-A,A0A023PYI5
YIR040C,P40584
YIR042C,P40586
YIR043C,P40587
YIR044C,P40588
YJL007C,P47080
YJL009W,P47078
YJL015C,P47073
YJL016W,P47072
YJL020W-A,Q8TGN2
YJL022W,P47066
YJL026C-A,Q8TGJ8
YJL027C,P47063
YJL028W,P47062
YJL032W,P47059
YJL043W,P47053
YJL045W,P47052
YJL047C-A,Q3E737
YJL049W,P47048
YJL052C-A,Q3E837
YJL055W,P47044
YJL064W,P47038
YJL067W,P40365
YJL068C,P40363
YJL070C,P40361
YJL077W-A,Q8TGN3
YJL077W-B,Q8TGT3
YJL086C,P47028
YJL107C,P42947
YJL118W,P47022
YJL119C,P47021
YJL120W,P47020
YJL127W-A,P0C5P1
YJL132W,P47014
YJL133C-A,Q3E7A3
YJL135W,P47012
YJL136W-A,Q3E801
YJL144W,P47009
YJL150W,P47004
YJL152W,P47003
YJL156W-A,P0C5N9
YJL163C,P46996
YJL169W,P46994
YJL171C,P46992
YJL175W,P46991
YJL181W,P46987
YJL182C,P46986
YJL193W,P39542
YJL195C,P39541
YJL197C-A,P0C5P0
YJL202C,P39532
YJL206C,P39529
YJL211C,P40898
YJL213W,P40896
YJL215C,P40895
YJL218W,P40892
YJL220W,P40891
YJL222W-A,P0CL26
YJL222W-B,P0CL24
YJL225C,P40889
YJL225W-A,P0CL42
YJR011C,P47086
YJR012C,P47087
YJR015W,P47090
YJR018W,P47091
YJR020W,P47092
YJR023C,P47094
YJR030C,P47101
YJR037W,P47105
YJR038C,P47106
YJR039W,P47107
YJR056C,P47115
YJR061W,P40355
YJR071W,P47121
YJR079W,P47126
YJR085C,P47131
YJR087W,P47132
YJR096W,P47137
YJR098C,P47139
YJR107C-A,P0CT86
YJR112W-A,Q3E743
YJR114W,P47151
YJR115W,P47152
YJR120W,P47157
YJR124C,P47159
YJR128W,P47162
YJR140W-A,Q8TGN1
YJR141W,P47172
YJR142W,P47173
YJR146W,P47174
YJR149W,P47177
YJR151W-A,Q3E775
YJR154W,P47181
YJR157W,P47184
YJR162C,P47188
YKL018C-A,Q3E7A7
YKL023C-A,Q2V2P3
YKL023W,P36103
YKL030W,P36099
YKL031W,P36098
YKL033W-A,Q86ZR7
YKL036C,P32859
YKL044W,P36092
YKL050C,P35736
YKL053W,P35733
YKL063C,P35725
YKL065W-A,Q2V2P2
YKL066W,P36089
YKL068W-A,Q3E826
YKL069W,P36088
YKL070W,P36087
YKL071W,P36086
YKL075C,P36083
YKL083W,P36079
YKL091C,P33324
YKL096C-B,Q8TGT2
YKL097C,P34245
YKL100C,P34248
YKL100W-A,P0C5P2
YKL102C,P34249
YKL106C-A,Q3E7A0
YKL107W,P34251
YKL111C,P36074
YKL115C,P36073
YKL118W,P36072
YKL123W,P36071
YKL131W,P36067
YKL133C,P36066
YKL136W,P36065
YKL145W-A,P0C5P3
YKL147C,P36061
YKL153W,P36058
YKL156C-A,Q8TGN0
YKL162C-A,P0C5P4
YKL162C,P36052
YKL165C-A,P0C5P5
YKL169C,P36050
YKL177W,P34238
YKL183C-A,Q3E765
YKL187C,P34231
YKL202W,P36042
YKL222C,P35995
YKL223W,P36031
YKL225W,P36030
YKR005C,Q02203
YKR011C,Q02209
YKR012C,P36109
YKR015C,P36111
YKR018C,P36114
YKR032W,P36127
YKR033C,P36128
YKR040C,P36133
YKR041W,P36134
YKR045C,P36138
YKR047W,P36140
YKR051W,P36142
YKR070W,P36151
YKR073C,P36153
YKR075C,P36155
YKR075W-A,Q8TGM9
YKR078W,P36158
YKR104W,P0CE69
YLL006W-A,Q3E814
YLL017W,P0CF33
YLL019W-A,Q8TGM8
YLL020C,Q07811
YLL032C,Q07834
YLL037W,Q07865
YLL044W,Q07880
YLL047W,Q07881
YLL053C,P0CD98
YLL054C,Q12244
YLL056C,Q12177
YLL058W,Q12198
YLL059C,Q12336
YLL065W,Q99339
YLL066C,Q99208
YLL066W-A,P0CY00
YLL066W-B,Q8TGJ7
YLL067C,Q07888
YLL067W-A,P0CY01
YLR001C,Q07895
YLR012C,Q07927
YLR030W,Q07967
YLR031W,Q07978
YLR036C,Q07986
YLR041W,Q07989
YLR042C,Q07990
YLR046C,Q12253
YLR049C,Q12110
YLR050C,Q12155
YLR053C,Q12026
YLR076C,Q08018
YLR101C,Q08027
YLR108C,Q12259
YLR111W,Q12528
YLR112W,Q12130
YLR118C,Q12354
YLR120W-A,Q8TGR1
YLR122C,Q12312
YLR123C,Q12174
YLR124W,Q12327
YLR125W,Q12138
YLR126C,Q12288
YLR140W,Q12077
YLR146W-A,Q2V2P1
YLR149C,Q99296
YLR149C-A,P0C5P8
YLR152C,P54072
YLR154C-G,Q3E813
YLR154C-H,P0CY02
YLR154W-B,P0C5P9
YLR154W-F,P0C5Q0
YLR156C-A,P0CY03
YLR156W,P0CE96
YLR157C-C,P0CY04
YLR157W-D,P0CE99
YLR157W-E,P0CF00
YLR159C-A,P0CY05
YLR159W,P0CE97
YLR161W,P0CE98
YLR162W,Q06235
YLR163W-A,P0C5P6
YLR169W,O13561
YLR171W,O13562
YLR173W,Q06247
YLR177W,Q06251
YLR179C,Q06252
YLR184W,Q06267
YLR198C,O13530
YLR202C,O13531
YLR217W,O13532
YLR222C-A,P0C5P7
YLR225C,Q05948
YLR230W,A0A023PXG7
YLR232W,O13546
YLR235C,A0A023PXP4
YLR236C,A0A023PZG4
YLR252W,O13573
YLR255C,O13574
YLR257W,Q06146
YLR264C-A,Q3E732
YLR269C,O13550
YLR271W,Q06152
YLR278C,Q05854
YLR279W,O13540
YLR280C,O13541
YLR281C,Q05863
YLR282C,O13542
YLR283W,Q05867
YLR285C-A,Q3E771
YLR286W-A,Q8TGM4
YLR287C,Q05881
YLR294C,O13543
YLR296W,Q05898
YLR297W,Q05899
YLR299C-A,Q8TGM3
YLR302C,O13544
YLR307C-A,Q3E825
YLR311C,Q06158
YLR317W,O13553
YLR326W,Q06170
YLR334C,Q06127
YLR339C,O94085
YLR342W-A,Q3E810
YLR345W,Q06137
YLR347W-A,Q8TGM2
YLR349W,O94086
YLR352W,Q06479
YLR358C,O13565
YLR361C-A,Q3E795
YLR363W-A,Q3E747
YLR364C-A,P0C5Q1
YLR365W,Q7LIF2
YLR366W,Q7LIF1
YLR374C,O13545
YLR379W,O13579
YLR399W-A,Q8TGM1
YLR400W,Q06051
YLR402W,Q06057
YLR406C-A,Q8TGT1
YLR407W,Q06070
YLR412C-A,Q3E742
YLR413W,Q06689
YLR415C,O13578
YLR416C,Q06695
YLR419W,Q06698
YLR428C,O13564
YLR434C,O13576
YLR437C-A,Q8TGR0
YLR444C,O13560
YLR446W,Q06204
YLR455W,Q06188
YLR456W,Q06199
YLR458W,A0A023PZK9
YLR460C,P54007
YLR462W,O13556
YLR463C,O13557
YLR464W,P0CX17
YLR466C-A,P0CL38
YLR466C-B,Q8TGJ4
YLR467C-A,P0CL39
YML002W,P0CF17
YML003W,P0CF16
YML007C-A,Q3E7A6
YML009C-A,A0A023PYJ0
YML009W-B,Q6B0Y1
YML012C-A,Q6B0Y8
YML018C,Q03730
YML020W,Q03722
YML031C-A,A0A023PXH2
YML034C-A,A0A023PXP7
YML037C,Q03703
YML047W-A,A0A023PZG9
YML053C,Q04978
YML054C-A,Q3E809
YML057C-A,P0C261
YML079W,Q03629
YML082W,Q04533
YML083C,Q04526
YML084W,Q04521
YML089C,Q04502
YML090W,Q04501
YML094C-A,Q12744
YML096W,Q04489
YML099W-A,Q6B2I9
YML100W-A,Q8TGT0
YML101C-A,Q6B0Z2
YML108W,Q03759
YML116W-A,Q6B108
YML119W,Q03208
YML122C,Q03207
YML131W,Q03102
YML133C,Q03099
YML133W-A,P0CL29
YML133W-B,P0CL35
YMR001C-A,Q8TGS9
YMR007W,Q03675
YMR013C-A,P0C5Q3
YMR013W-A,P0C5Q2
YMR027W,Q04371
YMR030W-A,Q3E760
YMR031W-A,Q6Q572
YMR046W-A,Q6B0Y5
YMR052C-A,Q6B0Y6
YMR057C,Q04674
YMR074C,Q04773
YMR075C-A,Q6B0Y7
YMR082C,Q04276
YMR084W,A2P2R3
YMR085W,P0CF18
YMR086C-A,Q6Q571
YMR087W,Q04299
YMR090W,Q04304
YMR099C,Q03161
YMR102C,Q03177
YMR103C,Q04436
YMR105W-A,Q8TGS8
YMR114C,Q04471
YMR119W-A,A0A023PZL2
YMR122C,Q03879
YMR122W-A,Q3E842
YMR124W,P39523
YMR130W,Q04223
YMR135W-A,Q6B0X1
YMR141C,P40211
YMR141W-A,P0C5Q4
YMR147W,P40218
YMR153C-A,A0A023PYJ4
YMR155W,Q03795
YMR158C-A,Q3E843
YMR158W-B,Q6B0X2
YMR160W,Q03823
YMR172C-A,A0A023PXH6
YMR173W-A,A0A023PXQ4
YMR175W-A,Q3E766
YMR178W,Q03219
YMR181C,Q03231
YMR182W-A,Q8TGS7
YMR187C,Q03236
YMR193C-A,Q6B0R2
YMR194C-A,P0C5Q6
YMR196W,Q04336
YMR206W,Q03695
YMR209C,Q03648
YMR226C,Q05016
YMR230W-A,Q3E7B5
YMR242W-A,Q8TGS6
YMR244W,Q04018
YMR245W,Q04019
YMR247W-A,Q3E782
YMR252C,Q04814
YMR253C,Q04835
YMR254C,Q04838
YMR262W,P38430
YMR265C,Q03508
YMR272W-A,Q8TGM0
YMR272W-B,Q8TGS5
YMR279C,Q03263
YMR290W-A,A0A023PZH5
YMR294W-A,A0A023PZL7
YMR295C,Q03559
YMR304C-A,A0A023PYJ7
YMR306C-A,A0A023PXI0
YMR307C-A,P0C5Q5
YMR310C,Q04867
YMR315W-A,Q8TGS4
YMR315W,Q04869
YMR316C-A,I2HB70
YMR316C-B,A0A023PXQ9
YMR317W,Q04893
YMR320W,Q04897
YMR321C,Q04898
YMR324C,Q04909
YMR326C,Q6B0R7
YNL011C,P53980
YNL013C,P53979
YNL017C,P53977
YNL018C,P53976
YNL019C,P53975
YNL028W,P53967
YNL033W,P53964
YNL034W,P53963
YNL035C,P53962
YNL040W,P53960
YNL042W-B,Q3E7Z2
YNL043C,P53957
YNL046W,P53956
YNL050C,P53952
YNL057W,P53948
YNL058C,P53947
YNL067W-A,P0C5Q8
YNL067W-B,Q3E767
YNL089C,P53936
YNL092W,P53934
YNL095C,P53932
YNL097C-B,P0C271
YNL097W-A,Q8TGL8
YNL103W-A,Q8TGQ9
YNL108C,P53929
YNL109W,P53928
YNL114C,P53926
YNL115C,P53925
YNL120C,P53922
YNL122C,P53921
YNL134C,P53912
YNL140C,P53910
YNL143C,P53908
YNL144C,P53907
YNL144W-A,Q8TGL9
YNL146C-A,Q3E7Z1
YNL146W,P53906
YNL150W,P53902
YNL162W-A,Q3E7A8
YNL165W,P53891
YNL170W,P53888
YNL171C,P53887
YNL174W,P53884
YNL179C,P53880
YNL181W,P53878
YNL184C,P53876
YNL190W,P53872
YNL193W,P53870
YNL194C,P40169
YNL195C,P40168
YNL198C,P40166
YNL203C,P40163
YNL205C,P40162
YNL208W,P40159
YNL217W,P40152
YNL226W,P53864
YNL228W,P53862
YNL234W,P53857
YNL235C,P53856
YNL247W,P53852
YNL266W,P53842
YNL276C,P53837
YNL277W-A,Q3E7Z0
YNL285W,P53831
YNL296W,P53828
YNL303W,P53827
YNL319W,P53826
YNL320W,P42840
YNL324W,P53825
YNL337W,P53821
YNL338W,P53820
YNL339W-A,P0CL30
YNL339W-B,P0CL36
YNR001W-A,P0C5Q7
YNR003W-A,Q8TGL7
YNR005C,P53717
YNR014W,P53719
YNR021W,P53723
YNR025C,P53726
YNR029C,P53729
YNR034W-A,Q3E841
YNR040W,P53736
YNR042W,P53737
YNR048W,P53740
YNR061C,P53747
YNR062C,P53748
YNR063W,P53749
YNR064C,P53750
YNR065C,P53751
YNR066C,P53752
YNR068C,P53754
YNR071C,P53757
YNR075C-A,Q8TGJ2
YNR077C,P53758
YOL013W-A,P0C272
YOL013W-B,Q870I1
YOL014W,Q08110
YOL019W,Q08157
YOL019W-A,Q8TGS2
YOL024W,Q08172
YOL029C,Q08187
YOL035C,Q08207
YOL036W,Q08206
YOL037C,Q08205
YOL038C-A,Q3E7Z9
YOL046C,Q08216
YOL050C,Q08222
YOL057W,Q08225
YOL075C,Q08234
YOL079W,Q08238
YOL083C-A,P0C5R4
YOL085C,Q99345
YOL085W-A,Q8TGQ8
YOL097W-A,Q3E7Y9
YOL098C,Q12496
YOL099C,Q08240
YOL106W,Q08241
YOL107W,Q12239
YOL114C,Q12322
YOL118C,Q08259
YOL131W,Q08270
YOL134C,Q08272
YOL150C,Q08293
YOL153C,P0C155
YOL155W-A,Q3E7Y8
YOL159C-A,Q3E769
YOL160W,Q08321
YOL162W,P0CF19
YOL163W,P0CF20
YOL164W-A,Q3E7A5
YOL166C,Q08373
YOL166W-A,Q8TGJ1
YOR008C-A,Q3E7B9
YOR008W-B,P0C5Q9
YOR011W-A,Q3E807
YOR012W,Q12351
YOR015W,Q12169
YOR019W,Q99248
YOR020W-A,Q3E824
YOR022C,Q12204
YOR024W,Q12070
YOR029W,Q12243
YOR032W-A,Q8TGS1
YOR034C-A,Q3E735
YOR041C,Q08411
YOR050C,Q08419
YOR053W,Q08428
YOR055W,Q08439
YOR062C,P36025
YOR072W-A,P0C5R2
YOR072W-B,Q3E832
YOR072W,Q08486
YOR073W-A,P0C5R3
YOR082C,Q08498
YOR093C,Q12275
YOR097C,Q12274
YOR102W,Q08503
YOR105W,Q08504
YOR108C-A,Q8TGL6
YOR111W,Q99210
YOR114W,Q12219
YOR121C,Q08521
YOR131C,Q12486
YOR139C,Q08532
YOR146W,Q08533
YOR161C-C,Q8TGS0
YOR161W-A,Q8TGL5
YOR161W-B,Q8TGL4
YOR169C,Q08540
YOR170W,Q08543
YOR186C-A,Q8TGL3
YOR186W,Q08560
YOR192C-C,Q3E736
YOR199W,Q08604
YOR200W,Q08620
YOR203W,Q08621
YOR214C,Q12282
YOR218C,Q12249
YOR225W,Q12225
YOR231C-A,Q8TGL2
YOR238W,Q08634
YOR248W,Q08681
YOR263C,Q08728
YOR268C,Q08734
YOR277C,Q08736
YOR282W,Q08741
YOR283W,Q12040
YOR289W,Q12012
YOR292C,Q08743
YOR293C-A,Q3E7Y7
YOR296W,Q08748
YOR300W,Q08756
YOR302W,P08521
YOR304C-A,O14468
YOR309C,Q12444
YOR314W-A,P0C5R0
YOR314W,Q12506
YOR316C-A,Q3E806
YOR318C,Q99318
YOR325W,Q12261
YOR329W-A,P0C5R1
YOR331C,Q08786
YOR333C,Q08789
YOR335W-A,Q8TGL1
YOR338W,Q99326
YOR342C,Q12182
YOR343C,Q12484
YOR345C,Q08811
YOR352W,Q08816
YOR364W,Q08842
YOR365C,Q08844
YOR366W,Q08872
YOR376W-A,Q3E805
YOR376W,Q08900
YOR379C,Q08903
YOR381W-A,Q3E804
YOR385W,Q08909
YOR387C,Q08910
YOR389W,Q08912
YOR392W,Q08915
YOR394C-A,Q8TGJ0
YOR396C-A,P0CL40
YPL014W,Q02606
YPL025C,Q02659
YPL034W,Q03083
YPL035C,O13521
YPL038W-A,Q3E7B4
YPL039W,Q03080
YPL044C,O13520
YPL062W,Q02781
YPL067C,Q02754
YPL068C,Q02749
YPL071C,Q02864
YPL073C,P40323
YPL077C,Q02831
YPL080C,Q02826
YPL102C,O13517
YPL107W,Q02873
YPL108W,Q02872
YPL109C,Q02981
YPL113C,Q02961
YPL114W,O13518
YPL119C-A,Q3E751
YPL135C-A,Q8TGK9
YPL136W,O13519
YPL142C,Q08916
YPL150W,Q12152
YPL152W-A,Q8TGR9
YPL162C,Q12042
YPL182C,Q08922
YPL185W,Q08927
YPL191C,Q08930
YPL197C,Q08953
YPL199C,Q08954
YPL205C,Q08958
YPL216W,Q08964
YPL222C-A,Q8TGL0
YPL225W,Q08971
YPL229W,Q99395
YPL238C,Q99401
YPL245W,Q12179
YPL247C,Q12523
YPL250W-A,P0C5S0
YPL251W,Q12058
YPL257W,Q08974
YPL261C,Q08976
YPL264C,Q08980
YPL272C,Q08984
YPL276W,P0CF36
YPL277C,Q08989
YPL278C,Q08990
YPL283W-A,P0CL31
YPL283W-B,P0CX97
YPR002C-A,Q6B0V7
YPR003C,P53394
YPR010C-A,A5Z2X5
YPR011C,Q12251
YPR012W,Q04203
YPR014C,Q6B0W2
YPR015C,Q12531
YPR016W-A,P0C5R5
YPR022C,Q12139
YPR027C,Q12079
YPR039W,Q6B0W0
YPR050C,A0A023PZM3
YPR053C,Q6Q5F3
YPR059C,P0C5E1
YPR063C,Q12160
YPR064W,Q12492
YPR071W,Q12346
YPR074W-A,P0C5R6
YPR076W,O13582
YPR077C,O13583
YPR078C,Q06813
YPR084W,Q06821
YPR089W,O13585
YPR092W,O13586
YPR096C,O13587
YPR097W,Q06839
YPR098C,Q06089
YPR099C,O13548
YPR108W-A,Q3E7B3
YPR114W,Q06107
YPR117W,Q06116
YPR123C,O13566
YPR126C,O13567
YPR127W,Q06494
YPR130C,O13568
YPR136C,O13569
YPR142C,O13570
YPR145C-A,Q2V2P0
YPR146C,O13571
YPR147C,Q06522
YPR148C,Q06523
YPR150W,O13572
YPR153W,Q06537
YPR159C-A,Q8TGQ7
YPR160C-A,Q8TGK8
YPR160W-A,P0C5S1
YPR169W-A,P0C5R7
YPR170C,A0A023PYK2
YPR170W-A,P0C5R8
YPR170W-B,P0C5R9
YPR172W,Q06608
YPR174C,Q06616
YPR177C,O13575
YPR195C,Q06594
YPR196W,Q06595
YPR197C,A0A023PXI5
YPR202W,Q08993
YPR203W,Q08994
YPR204C-A,P0CX98
YPR204W,Q08995
